SSN_UUID,SSN_UUID_C,months_as_customer,age,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,fraud_reported,fraud_reported1
5708782,5458803,239,38,1000,1276.73,5000000,FEMALE,Masters,handlers-cleaners,bungie-jumping,other-relative,0,0,Multi-vehicle Collision,Front Collision,Major Damage,Police,WV,Northbrook,4175 Elm Ridge,12,3,NO,1,3,?,61920,6880,6880,48160,Saab,N,0
5458803,,64,29,2000,1202.28,0,MALE,High School,exec-managerial,cross-fit,other-relative,0,-61400,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,VA,Hillsdale,5007 Oak St,4,1,?,1,2,NO,43700,4370,4370,34960,Nissan,Y,1
5723260,5422960,98,31,500,671.92,0,MALE,Masters,machine-op-inspct,bungie-jumping,wife,0,-26400,Single Vehicle Collision,Front Collision,Minor Damage,Other,NC,Riverwood,5790 Flute Ridge,3,1,?,2,0,?,64080,7120,7120,49840,Ford,N,0
5422960,,16,35,1000,1358.03,0,MALE,JD,sales,chess,own-child,59300,-31400,Single Vehicle Collision,Rear Collision,Total Loss,Other,SC,Hillsdale,8704 Britain Lane,0,1,NO,2,1,?,55000,10000,10000,35000,Volkswagen,Y,1
5422960,5723260,70,27,1000,1008.79,4000000,FEMALE,Masters,adm-clerical,video-games,own-child,46000,0,Vehicle Theft,?,Trivial Damage,Police,WV,Columbus,7816 MLK Lane,19,1,NO,2,3,?,4400,0,550,3850,Toyota,N,0
5422960,5723260,75,27,1000,1141.1,0,MALE,JD,armed-forces,movies,other-relative,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,Hillsdale,3618 Maple Lane,15,2,?,0,1,YES,71640,5970,11940,53730,Toyota,N,0
5422960,5723260,246,44,1000,1397,0,MALE,High School,machine-op-inspct,reading,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Other,NY,Arlington,7705 Lincoln Drive,6,1,NO,1,0,NO,61740,6860,6860,48020,Accura,N,0
4311060,5422960,110,27,1000,1664.66,0,FEMALE,Associate,priv-house-serv,golf,own-child,0,-66200,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,SC,Springfield,8602 Washington Ridge,3,1,?,0,3,?,57500,5750,5750,46000,Audi,N,0
6228989,,236,39,1000,1151.39,4000000,FEMALE,Masters,exec-managerial,reading,wife,0,-63900,Parked Car,?,Minor Damage,Police,NY,Springfield,2832 Andromedia Lane,17,1,YES,0,0,?,8700,870,1740,6090,Accura,N,0
5838880,6228989,267,46,2000,1546.01,0,FEMALE,MD,adm-clerical,polo,wife,0,0,Multi-vehicle Collision,Front Collision,Total Loss,Police,VA,Riverwood,9760 4th Hwy,4,4,NO,2,1,?,77100,15420,7710,53970,Volkswagen,N,0
5838880,,463,57,500,1063.67,0,MALE,Masters,priv-house-serv,dancing,wife,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Springfield,2509 Rock Drive,14,1,NO,2,0,YES,59400,6600,6600,46200,Dodge,N,0
6176885,,303,46,1000,709.14,0,MALE,Masters,machine-op-inspct,kayaking,husband,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Northbrook,2063 Weaver St,3,3,NO,1,0,NO,54890,9980,4990,39920,Toyota,N,0
6176885,,137,30,500,1039.55,0,MALE,MD,exec-managerial,kayaking,unmarried,55600,-59700,Multi-vehicle Collision,Front Collision,Minor Damage,Other,WV,Columbus,3818 Texas Ridge,4,3,?,2,1,?,74030,6730,13460,53840,Chevrolet,N,0
6176885,,56,42,500,1339.39,0,FEMALE,Associate,adm-clerical,chess,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Other,NY,Columbus,3929 Elm Ave,13,1,?,1,2,YES,61490,11180,11180,39130,BMW,N,0
5913491,5671542,75,27,1000,1202.75,0,MALE,High School,handlers-cleaners,board-games,not-in-family,57900,-90100,Multi-vehicle Collision,Front Collision,Minor Damage,Police,SC,Northbrook,9911 Britain Lane,23,3,NO,0,2,YES,79560,6630,13260,59670,Volkswagen,N,0
5913491,,131,33,2000,1081.17,0,MALE,MD,sales,yachting,wife,0,-65200,Parked Car,?,Minor Damage,Police,NY,Northbend,3246 Britain Ridge,3,1,?,0,1,NO,4900,490,490,3920,Toyota,N,0
5671542,,153,34,500,991.39,0,MALE,High School,tech-support,paintball,other-relative,45600,-61400,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,Springfield,2696 Cherokee Ridge,0,3,?,1,0,NO,77770,14140,14140,49490,Nissan,N,0
6176885,5671542,255,43,500,984.02,0,FEMALE,JD,transport-moving,board-games,unmarried,75800,0,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Columbus,5249 4th Ave,14,2,?,2,2,?,74700,7470,14940,52290,Nissan,Y,1
5913491,,103,26,500,1354.83,0,MALE,MD,tech-support,sleeping,husband,66300,0,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NY,Arlington,4721 Cherokee Hwy,14,2,NO,2,2,?,40600,4060,4060,32480,Volkswagen,N,0
5913491,,97,28,1000,830.31,0,MALE,JD,farming-fishing,video-games,husband,0,-32600,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Springfield,8212 Flute Ridge,22,1,?,1,0,?,45270,10060,10060,25150,Jeep,N,0
6036940,5421022,214,36,2000,987.42,7000000,FEMALE,Associate,machine-op-inspct,kayaking,own-child,0,0,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Springfield,3592 MLK Ridge,17,3,NO,0,3,?,47080,4280,8560,34240,Saab,N,0
5421022,,438,57,500,1119.29,0,FEMALE,MD,machine-op-inspct,chess,husband,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,Hillsdale,6494 4th Ave,14,1,?,0,0,NO,40700,4070,4070,32560,Volkswagen,Y,1
6221599,,87,27,500,1048.39,0,FEMALE,Masters,transport-moving,polo,own-child,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Police,NY,Riverwood,6608 Apache Lane,2,1,?,2,1,YES,34650,6300,3150,25200,Ford,N,0
6221599,,27,28,1000,1074.47,0,MALE,MD,protective-serv,camping,wife,0,0,Parked Car,?,Trivial Damage,Police,WV,Riverwood,1553 Lincoln St,4,1,?,2,0,?,3200,400,400,2400,Jeep,N,0
6222709,,206,42,1000,1230.76,0,MALE,High School,machine-op-inspct,yachting,unmarried,0,-74200,Single Vehicle Collision,Rear Collision,Major Damage,Fire,VA,Hillsdale,7628 4th Lane,2,1,?,1,1,NO,78980,7180,14360,57440,Saab,Y,1
6222709,,127,31,500,1255.02,0,MALE,Associate,sales,reading,not-in-family,58200,0,Parked Car,?,Minor Damage,None,SC,Riverwood,3028 5th St,10,1,YES,1,0,NO,6160,560,1120,4480,Nissan,N,0
6222709,,422,60,1000,1555.52,0,FEMALE,MD,machine-op-inspct,hiking,own-child,43600,-67800,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,NC,Northbrook,8949 Rock Hwy,11,1,YES,1,1,NO,85250,15500,7750,62000,Mercedes,N,0
6221599,6222709,303,50,2000,836.11,5000000,MALE,Masters,sales,camping,not-in-family,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Springfield,9751 Tree St,1,4,YES,1,2,NO,72840,12140,6070,54630,Dodge,N,0
6221599,,228,40,500,1450.98,0,MALE,Associate,exec-managerial,base-jumping,husband,43700,0,Parked Car,?,Trivial Damage,Police,WV,Northbend,4702 Texas Drive,20,1,?,0,2,NO,6050,1100,1100,3850,Toyota,N,0
6566784,,239,39,2000,625.08,0,FEMALE,JD,protective-serv,hiking,wife,44200,-37000,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,Riverwood,2757 4th Hwy,10,1,NO,2,3,YES,87890,15980,7990,63920,BMW,Y,1
6447983,,330,47,2000,1133.27,0,FEMALE,High School,craft-repair,chess,wife,0,-56400,Multi-vehicle Collision,Side Collision,Total Loss,Other,NY,Northbrook,6678 Weaver Drive,20,2,?,0,2,YES,60500,11000,5500,44000,Ford,Y,1
6555270,,128,35,500,1366.6,0,FEMALE,MD,machine-op-inspct,kayaking,other-relative,0,0,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NY,Columbus,8667 Weaver Lane,10,3,?,2,1,NO,88220,16040,16040,56140,Chevrolet,N,0
6566784,,147,37,1000,1439.9,6000000,FEMALE,Associate,prof-specialty,video-games,husband,0,-48400,Multi-vehicle Collision,Rear Collision,Total Loss,Other,SC,Springfield,4931 Maple Drive,2,2,NO,1,2,NO,53680,9760,4880,39040,Accura,N,0
6447983,,287,45,1000,1230.69,0,MALE,Masters,transport-moving,golf,not-in-family,0,-54600,Single Vehicle Collision,Front Collision,Minor Damage,Fire,VA,Springfield,3808 5th Ave,19,1,NO,0,2,NO,53800,5380,5380,43040,Accura,N,0
6566784,,142,29,2000,1307.68,0,FEMALE,MD,craft-repair,dancing,husband,0,-48500,Single Vehicle Collision,Rear Collision,Major Damage,Police,NY,Columbus,1725 Solo Lane,10,1,YES,1,2,NO,54360,4530,9060,40770,Mercedes,Y,1
6566784,,162,35,2000,1124.69,0,FEMALE,Masters,handlers-cleaners,bungie-jumping,husband,0,0,Single Vehicle Collision,Side Collision,Major Damage,Police,WV,Arlington,8097 Maple Lane,14,1,YES,0,3,YES,54340,9880,4940,39520,Toyota,N,0
6566784,,140,35,1000,1520.78,0,FEMALE,High School,craft-repair,chess,wife,0,-42900,Parked Car,?,Trivial Damage,None,SC,Columbus,3320 5th Hwy,5,1,?,0,2,YES,2860,520,260,2080,Chevrolet,Y,1
6447983,,106,28,2000,1609.11,0,MALE,High School,craft-repair,polo,own-child,0,0,Vehicle Theft,?,Minor Damage,Police,WV,Hillsdale,9573 2nd Ave,8,1,YES,2,1,YES,5490,0,1220,4270,Saab,N,0
6447983,,292,45,1000,1358.91,0,MALE,Masters,craft-repair,dancing,unmarried,0,0,Vehicle Theft,?,Trivial Damage,Police,WV,Northbend,8336 1st Ridge,4,1,NO,0,2,?,7370,670,1340,5360,Suburu,N,0
6447983,6555270,34,34,500,1295.87,0,FEMALE,PhD,priv-house-serv,chess,husband,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NC,Columbus,3998 4th Hwy,4,3,?,1,0,NO,50800,5080,5080,40640,Audi,Y,1
6447983,,290,48,500,1161.03,5000000,MALE,Associate,adm-clerical,video-games,not-in-family,45300,0,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,VA,Northbrook,3966 Oak Hwy,20,2,?,1,1,?,41520,5190,5190,31140,Nissan,N,0
6447983,2778076,182,38,2000,1441.06,0,FEMALE,Masters,armed-forces,movies,husband,53800,-78300,Single Vehicle Collision,Side Collision,Total Loss,Police,NY,Riverwood,7601 Andromedia Lane,18,1,?,2,3,YES,89650,8150,16300,65200,Dodge,N,0
6447983,6555270,362,55,1000,1097.99,0,FEMALE,JD,other-service,base-jumping,unmarried,44400,-71500,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NY,Hillsdale,5160 2nd Hwy,0,3,NO,0,3,NO,39690,0,0,39690,Suburu,N,0
6566784,2778076,143,32,1000,1464.42,0,FEMALE,High School,exec-managerial,golf,husband,79900,0,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,Springfield,3288 Tree Lane,1,1,?,2,0,NO,62260,5660,5660,50940,Saab,N,0
6685940,,183,38,500,1543.68,0,FEMALE,Masters,prof-specialty,paintball,not-in-family,20200,0,Single Vehicle Collision,Side Collision,Major Damage,Police,NC,Hillsdale,5874 1st Hwy,17,1,NO,0,1,YES,51920,9440,4720,37760,Audi,Y,1
6685940,,254,40,500,1390.89,5000000,MALE,College,armed-forces,bungie-jumping,wife,0,-74400,Single Vehicle Collision,Front Collision,Minor Damage,Other,NY,Riverwood,6467 Best Ave,23,1,?,2,2,?,53460,9720,4860,38880,Volkswagen,N,0
6794711,6685940,249,43,2000,1148.58,0,FEMALE,MD,adm-clerical,golf,not-in-family,0,-71200,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Arlington,6309 5th Ave,4,3,YES,2,1,YES,57100,5710,5710,45680,Honda,N,0
6794711,6685940,169,36,500,1616.26,0,MALE,High School,exec-managerial,yachting,unmarried,50700,-57600,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,NY,Springfield,8212 Rock Ave,0,3,NO,2,3,?,77440,14080,7040,56320,Dodge,N,0
7154373,7131839,235,40,500,1398.94,0,MALE,College,craft-repair,bungie-jumping,husband,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Riverwood,4107 MLK Ridge,11,1,NO,1,2,NO,68300,6830,13660,47810,Suburu,N,0
5032993,,112,32,1000,1238.92,0,MALE,Associate,other-service,base-jumping,other-relative,57800,-53700,Parked Car,?,Trivial Damage,None,NY,Arlington,4558 3rd Hwy,4,1,?,0,2,?,5060,460,920,3680,Honda,N,0
7154373,,16,32,1000,968.46,0,MALE,MD,tech-support,chess,not-in-family,50800,-66200,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,WV,Columbus,1762 Maple Hwy,0,3,?,0,2,?,59400,6600,13200,39600,Dodge,Y,1
7154373,5032993,128,31,500,1045.12,0,FEMALE,High School,transport-moving,cross-fit,other-relative,0,-28300,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Springfield,5532 Francis Lane,2,3,NO,0,2,?,69930,0,15540,54390,Ford,Y,1
7154373,5032993,103,27,1000,1537.33,0,FEMALE,College,handlers-cleaners,board-games,husband,0,-74800,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NY,Springfield,6158 Sky Ridge,11,3,YES,1,1,NO,77700,7770,15540,54390,Jeep,N,0
7154373,5032993,356,54,500,912.3,0,MALE,College,prof-specialty,yachting,wife,58500,-44000,Multi-vehicle Collision,Front Collision,Major Damage,Other,SC,Northbend,9214 Elm Ridge,23,3,NO,2,1,?,68750,12500,12500,43750,Audi,Y,1
7154373,5032993,109,29,2000,1007.28,6000000,FEMALE,High School,adm-clerical,movies,husband,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NY,Riverwood,1833 Solo Ave,17,3,NO,1,3,YES,91080,16560,16560,57960,Jeep,N,0
7154373,5032993,2,20,1000,1189.98,4000000,FEMALE,High School,craft-repair,golf,other-relative,0,-54700,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,Columbus,1953 Sky Lane,22,1,NO,1,3,YES,48360,4030,8060,36270,Audi,N,0
7154373,5032993,198,34,1000,1576.41,0,MALE,Associate,handlers-cleaners,kayaking,other-relative,0,-55100,Single Vehicle Collision,Side Collision,Major Damage,Other,WV,Hillsdale,6834 1st Drive,18,1,YES,1,1,YES,95000,9500,9500,76000,Ford,N,0
7213044,,107,32,500,1172.82,4000000,MALE,Associate,machine-op-inspct,yachting,other-relative,82100,0,Vehicle Theft,?,Trivial Damage,Police,SC,Arlington,9562 4th Ridge,8,1,?,1,3,NO,3900,780,390,2730,Ford,N,0
7213044,7311539,252,39,500,1312.22,9000000,MALE,High School,transport-moving,cross-fit,other-relative,0,-33300,Multi-vehicle Collision,Front Collision,Minor Damage,Other,NC,Riverwood,4835 Britain Ridge,15,3,?,0,3,NO,59400,11880,5940,41580,Jeep,Y,1
7311539,,303,43,1000,671.01,7000000,FEMALE,Associate,machine-op-inspct,camping,other-relative,42900,-61500,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,NC,Springfield,8548 Cherokee Ridge,20,1,?,2,0,?,60210,6690,6690,46830,Nissan,N,0
7273056,7319167,101,32,500,895.14,0,MALE,JD,sales,video-games,other-relative,52600,-30400,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,SC,Columbus,2352 MLK Drive,4,1,?,0,3,YES,43600,8720,4360,30520,Suburu,N,0
7319167,7273056,446,57,2000,1373.21,0,MALE,College,adm-clerical,sleeping,unmarried,42700,-64900,Multi-vehicle Collision,Front Collision,Total Loss,Police,SC,Northbrook,9734 2nd Ridge,10,3,NO,0,0,NO,62800,6280,12560,43960,Jeep,N,0
7319167,,330,48,1000,1625.65,0,MALE,College,farming-fishing,skydiving,husband,0,0,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,VA,Springfield,3122 Apache Drive,10,1,YES,1,3,?,59500,11900,5950,41650,Dodge,N,0
7319167,,211,37,2000,1295.63,4000000,FEMALE,PhD,armed-forces,skydiving,not-in-family,42200,-33800,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Northbend,9816 Britain St,22,3,YES,1,0,?,53460,5940,5940,41580,Honda,N,0
7339946,10149484,172,33,1000,1459.96,6000000,FEMALE,High School,adm-clerical,reading,wife,41300,-42000,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,NY,Northbend,8214 Flute St,15,3,NO,0,1,NO,41690,7580,7580,26530,Saab,N,0
10149484,7214771,316,46,500,1219.94,7000000,FEMALE,Masters,prof-specialty,paintball,wife,0,-51000,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Arlington,6259 Lincoln Hwy,13,1,?,0,1,YES,63100,6310,12620,44170,Accura,N,0
10149484,,435,60,500,1064.49,5000000,MALE,Associate,priv-house-serv,chess,other-relative,73500,-43300,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,WV,Arlington,4492 Andromedia Ave,23,1,NO,2,1,?,62880,5240,10480,47160,Mercedes,Y,1
10149484,7214771,344,51,1000,959.83,0,FEMALE,Masters,sales,paintball,not-in-family,0,-38700,Multi-vehicle Collision,Side Collision,Major Damage,Fire,NY,Northbend,6179 3rd Ridge,18,3,?,2,2,YES,75400,17400,11600,46400,BMW,Y,1
7339946,,204,40,2000,1767.02,0,MALE,JD,machine-op-inspct,hiking,husband,0,-49300,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Arlington,3799 Embaracadero Drive,7,1,YES,1,1,NO,46200,4200,8400,33600,Audi,N,0
7985667,,278,47,500,1285.01,0,MALE,Masters,machine-op-inspct,sleeping,not-in-family,0,-39800,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,VA,Hillsdale,5071 1st Lane,21,1,NO,2,2,YES,58500,5850,5850,46800,Toyota,N,0
7985667,,434,57,2000,1422.95,0,MALE,JD,transport-moving,bungie-jumping,husband,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,Columbus,6574 4th Drive,15,3,NO,1,3,NO,66240,11040,11040,44160,Nissan,N,0
7985667,,209,36,2000,1223.39,0,FEMALE,MD,craft-repair,camping,wife,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,PA,Hillsdale,2711 Britain Ave,17,3,?,1,3,?,65440,8180,8180,49080,Jeep,N,0
7766091,7985667,250,43,2000,1539.06,0,MALE,Masters,sales,exercise,other-relative,37800,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,SC,Hillsdale,4214 MLK Ridge,2,1,NO,0,3,?,64200,10700,10700,42800,Ford,N,0
8631090,,61,25,2000,988.06,0,FEMALE,Masters,other-service,dancing,not-in-family,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Northbend,7976 Britain Drive,1,3,YES,1,0,NO,32320,4040,4040,24240,Dodge,N,0
8631090,,80,28,1000,1740.57,0,FEMALE,College,farming-fishing,golf,wife,0,-18600,Single Vehicle Collision,Rear Collision,Major Damage,Police,SC,Northbend,4995 Weaver Ridge,3,1,?,0,1,?,33480,3720,3720,26040,Dodge,N,0
8631090,,25,38,1000,1540.91,7000000,MALE,College,adm-clerical,polo,wife,40900,0,Vehicle Theft,?,Trivial Damage,None,VA,Northbend,1515 Embaracadero St,0,1,NO,1,1,YES,4320,480,960,2880,Toyota,N,0
7997773,8631090,4,29,500,1381.88,5000000,MALE,High School,tech-support,exercise,other-relative,0,-77800,Vehicle Theft,?,Trivial Damage,Police,SC,Hillsdale,2968 Andromedia Ave,4,1,NO,0,2,?,4200,840,420,2940,Jeep,N,0
11733414,,32,29,500,1446.98,0,MALE,MD,adm-clerical,sleeping,own-child,0,-45700,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Arlington,9236 2nd Hwy,11,3,YES,2,0,NO,57970,10540,5270,42160,Saab,N,0
8164197,11733414,125,31,500,1220.86,0,MALE,JD,other-service,paintball,husband,55400,-40400,Parked Car,?,Trivial Damage,None,NY,Arlington,9639 Britain Ridge,4,1,YES,1,2,?,4320,0,960,3360,Saab,N,0
8215137,,276,45,500,948.1,0,FEMALE,High School,machine-op-inspct,reading,wife,44500,-61400,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,SC,Columbus,9422 Washington Ridge,11,3,?,0,2,?,69300,13860,6930,48510,Ford,N,0
8215137,,148,30,500,1471.24,0,FEMALE,Masters,farming-fishing,camping,own-child,57500,-93600,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NC,Riverwood,1213 4th Lane,4,3,NO,2,2,NO,32480,4060,4060,24360,Dodge,N,0
8164197,11733414,222,38,2000,1157.97,0,MALE,MD,machine-op-inspct,hiking,not-in-family,0,-64500,Single Vehicle Collision,Front Collision,Total Loss,Police,NY,Hillsdale,3872 5th Drive,20,1,?,2,2,YES,60480,6720,6720,47040,Accura,N,0
8215137,8164197,32,38,2000,566.11,5000000,MALE,Associate,armed-forces,polo,unmarried,0,0,Parked Car,?,Trivial Damage,Police,NC,Springfield,9397 5th Hwy,22,1,YES,0,0,NO,2640,440,440,1760,Honda,N,0
8215137,8164197,78,27,500,1060.88,0,MALE,JD,other-service,skydiving,other-relative,0,-66500,Parked Car,?,Trivial Damage,Police,SC,Northbend,8876 1st St,4,1,NO,0,3,NO,6050,550,1100,4400,Volkswagen,N,0
8271541,11022884,238,43,1000,1524.45,4000000,MALE,High School,handlers-cleaners,chess,wife,0,-44800,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,NC,Hillsdale,3397 5th Ave,21,4,NO,0,0,NO,42700,4270,4270,34160,Saab,Y,1
11022884,,313,47,1000,1556.17,0,MALE,College,prof-specialty,reading,wife,63900,-53300,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,SC,Hillsdale,3263 Pine Ridge,20,1,YES,1,3,NO,40260,3660,7320,29280,Accura,Y,1
11022884,,334,50,500,1216.24,0,MALE,Masters,priv-house-serv,polo,wife,26700,-47200,Single Vehicle Collision,Rear Collision,Major Damage,Fire,NY,Columbus,8639 5th Hwy,7,1,NO,2,0,?,50000,5000,10000,35000,Chevrolet,N,0
11905435,8271541,190,35,500,1484.72,5000000,FEMALE,High School,tech-support,golf,husband,0,0,Parked Car,?,Trivial Damage,None,NY,Riverwood,5743 4th Ridge,4,1,NO,0,1,NO,3840,640,320,2880,Saab,N,0
8271541,,194,41,500,1203.81,0,MALE,JD,transport-moving,video-games,not-in-family,52500,-51300,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,WV,Springfield,3555 Francis Ridge,17,3,?,0,2,?,95900,13700,20550,61650,Saab,N,0
8271541,,290,47,1000,1393.34,0,MALE,High School,exec-managerial,bungie-jumping,other-relative,0,-61400,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,Northbend,4939 Oak Lane,20,3,YES,1,3,YES,56160,6240,12480,37440,Audi,N,0
8271541,,26,42,1000,1484.48,0,MALE,PhD,armed-forces,sleeping,not-in-family,50700,-36300,Single Vehicle Collision,Side Collision,Major Damage,Police,SC,Riverwood,3100 Best St,10,1,NO,2,3,?,63030,5730,11460,45840,Saab,N,0
8418676,,254,41,500,1581.27,5000000,FEMALE,PhD,handlers-cleaners,skydiving,own-child,42200,-48000,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Riverwood,3029 5th Ave,8,1,YES,2,2,NO,63470,5770,11540,46160,BMW,N,0
8418676,11830444,199,38,1000,1281.25,0,FEMALE,High School,tech-support,movies,other-relative,0,-53100,Single Vehicle Collision,Front Collision,Major Damage,Police,WV,Columbus,8941 Solo Ridge,6,1,?,0,2,NO,44440,8080,4040,32320,BMW,Y,1
8418676,11830444,137,35,500,1667.83,0,MALE,JD,prof-specialty,paintball,husband,48500,-67400,Parked Car,?,Minor Damage,Police,WV,Northbrook,4447 Francis Hwy,4,1,YES,1,1,NO,6600,1200,1200,4200,Jeep,N,0
11830444,,134,36,1000,1497.41,0,MALE,PhD,machine-op-inspct,kayaking,husband,14100,-44500,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,Northbrook,7701 Tree St,17,3,NO,2,0,YES,77200,9650,9650,57900,Ford,N,0
8519793,,73,30,500,803.36,0,FEMALE,High School,protective-serv,reading,husband,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Other,WV,Springfield,4653 Pine St,15,3,?,0,0,YES,57000,0,11400,45600,Audi,N,0
